helka,hepro,heavd,heopd,hekdpl,hekft1,heft1,hedtcp,hekdkk,hesdt,hevalp,hesdff,hesdvt,hest,heur,hesg,hedtr,hegnn,hegn,heplan,trrund,hesaml,hehawb,hesdla,hesdl,hevalt,heknt,hekns,henas,hekdfs,hevals,heknsf,heans,henasf,heknk,henak,hekdfk,hevalk,heknkf,heank,henakf,heot,hedtop,hedtmp
NO,501116,1,52773,,,,0,,5000,0,,,,D,SH,20000302,,11719782501,,0,,000000000,,,,117,9,BM-TRYKK,,NOK,24,0,IL-X BUD-SERVICE A/S,70,T. S. JACOBSEN A/S,,NOK,70,0,ABC SYSTEMER A/S,FT,20000302,0
NO,501117,1,52774,,,,0,,5000,0,,,,E,SH,20000302,,200011700100214,,0,,000000000,,,,117,9,BM-TRYKK,,NOK,24,0,IL-X BUD-SERVICE A/S,70,T. S. JACOBSEN A/S,,NOK,70,0,ABC SYSTEMER A/S,FT,20000302,0
NO,501118,1,52775,,,,0,,5000,0,,,,E,SH,20000302,,200011737500083,,0,,000000000,,,,117,9,BM-TRYKK,,NOK,24,0,IL-X BUD-SERVICE A/S,70,T. S. JACOBSEN A/S,,NOK,70,0,ABC SYSTEMER A/S,FT,20000302,0
NO,501119,1,52776,,,,0,,5000,0,,,,E,SH,20000302,,200011737500094,,0,,000000000,,,,117,9,BM-TRYKK,,NOK,24,0,IL-X BUD-SERVICE A/S,70,T. S. JACOBSEN A/S,,NOK,70,0,ABC SYSTEMER A/S,FT,20000302,0
NO,501140,1,52777,,,,20,,OSL,0,0101,,O,A,YBC,20000306,,200008017,,0,,,,,VAL,0,176,THARA IMPORT AS,,NOK,176,0,THARA IMPORT AS,176,Test leveringsadr,X,NOK,176,0,THARA IMPORT AS,IN,20000306,3
NO,501104,1,52778,,,,0,,1000,0,0101,1330,,A,JOV,20000308,,200008017,,0,,,,,VAL,0,0,XXXXX,X,,0,0,,24,IL-X BUD-SERVICE A/S,,NOK,30,0,LINJEGODS A/S,IN,20000308,0
NO,501104,1,52779,,,,0,,,0,0101,,,A,JOV,20000308,,200008017,,0,,,,,VAL,0,0,XXXXX,X,,0,0,,24,IL-X BUD-SERVICE A/S,,NOK,30,0,LINJEGODS A/S,IN,20000308,0
NO,0,1,52780,,,,0,,OSL,0,,,,A,YBC,20000309,,,,0,,,,,,0,1,TEST,,NOK,1,0,SYSTEMA A/S,1,Systema AS,,NOK,1,0,SYSTEMA A/S,AM,20000301,0
NO,0,1,52781,,,,0,,OSL,0,0101,,,A,YBC,20000309,,200008017,,0,,,,,VAL,0,24,IL-X BUD-SERVICE A/S,X,NOK,30,0,LINJEGODS A/S,24,TEST,,NOK,30,0,LINJEGODS A/S,IN,20000309,0
NO,0,1,52782,,,,0,,HAU,0,,,,A,YBC,20000309,,,,0,,,,,,0,24,IL-X BUD-SERVICE A/S,,NOK,24,0,IL-X BUD-SERVICE A/S,1000,SYSTEMA A/S ny adr.,X,NOK,1000,0,SYSTEMA A/S,BT,20000309,0
NO,501528,1,52783,,,,20,,1000,0,3000,,O,H,SH,20000202,,,,851,,A,,,,30,27,STEIN KAASEN,,NOK,27,0,STEIN KAASEN,24,IL-X BUD-SERVICE A/S,X,,0,0,,S2,19981001,1
NO,501364,1,52785,,,,20,,1000,0,1200,1083,O,A,JOV,20000314,,,,0,,,,,,0,4,Thara detaljist,,EUR,4,0,A/S AUTO SUPPLY CO,4,A/S AUTO SUPPLY CO,,EUR,4,0,A/S AUTO SUPPLY CO,F1,19990729,11
NO,0,1,52786,,,,20,,OSL,0,0101,,O,A,JOV,20000322,,200008017,,0,,,,,VAL,0,176,THARA IMPORT AS,,NOK,176,0,THARA IMPORT AS,176,Mester Grønn avd Tynset,X,NOK,176,0,THARA IMPORT AS,IN,20000322,3
NO,0,1,52787,,,,0,,OSL,0,0101,,,A,YBC,20000322,,200008017,,0,,,,,VAL,0,100,SY-NETT AS,,NOK,100,0,SY-NETT AS,8,SY-NETT AS,X,NOK,8,0,Sy-Nett AS,IN,20000116,0
NO,0,1,52788,,,,0,,OSL,0,0101,,,A,YBC,20000322,,200008017,,0,,,,,VAL,5,100,SY-NETT AS,,NOK,24,0,IL-X BUD-SERVICE A/S,100,SY-NETT AS,X,NOK,24,0,IL-X BUD-SERVICE A/S,IN,20000322,0
NO,0,1,52789,,,,0,,OSL,0,0101,,,A,YBC,20000322,,200008017,,0,,,,,VAL,0,100,SY-NETT AS,,NOK,100,0,SY-NETT AS,8,SY-NETT AS,X,NOK,8,0,Sy-Nett AS,IN,20000120,0
NO,501118,1,52791,,,,0,,5000,0,,,,A,TR,20000327,,200011737500083,,0,,000000000,,,,0,9,BM-TRYKK,,NOK,24,0,IL-X BUD-SERVICE A/S,70,T. S. JACOBSEN A/S,,NOK,70,0,ABC SYSTEMER A/S,FT,20000327,0
GB,99999999,1,52792,,,,0,,OSL,0,ABZ,OSL,S,A,CB,20000328,,*DELETE*,,0,,LYSU50039,,"Fred Olsen,Sørenga",,0,0,CARLTON INTERNATIONAL PLC,X,,0,0,,1,MARIANNE MORRIS,,NOK,1,0,SYSTEMA A/S,F1,20000328,0
DE,501057,1,52793,,,,20,,6000,0,1000,6000,O,A,TH,20000329,,200008017120001,,0,,,,,,0,1,SYSTEMA A/S,,NOK,1,0,SYSTEMA A/S,95000013,ABC,X,EUR,95000013,0,A,IO,20000329,4
NO,501142,1,52794,,,,0,,,0,120,6000,,B,TH,20000329,,200008017120001,,0,,,,,VAL,0,1,SYSTEMA A/S,,NOK,1,0,SYSTEMA A/S,2,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,,DEM,3,0,CARGO HANDLING (SINGAPORE) PTY,IO,20000329,0
CN,501120,1,52795,,,,0,,SHA,0,,,,D,TH,20000329,,00000000033,,0,,000000000,,,,0,1,SYSTEMA A/S,,NOK,1,0,SYSTEMA A/S,0,TO ORDER,X,EUR,0,0,,IO,20000329,0
AL,501121,1,52796,,,,0,,6000,0,,,,E,TH,20000329,,200000000000000,,0,,000000000,,,,0,1,SYSTEMA A/S,,NOK,1,0,SYSTEMA A/S,2,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,,DEM,3,0,CARGO HANDLING (SINGAPORE) PTY,IO,20000329,0
NO,501104,1,52797,,,,0,,,0,0101,,,A,JOV,20000329,,200008017112001,,0,,,,,VAL,0,0,XXXXX,X,,0,0,,24,IL-X BUD-SERVICE A/S,,NOK,30,0,LINJEGODS A/S,IN,20000329,0
NO,0,1,52798,,,,0,,,0,,,,A,TR,20000405,,,,0,,,,,,0,0,Woodward Governor LTD,,NOK,1,0,SYSTEMA A/S,1,Systema AS,,NOK,1,0,SYSTEMA A/S,BI,20000405,0
NO,0,1,52799,,,,20,,,0,,,O,A,TR,20000405,,,,0,,,,,,0,0,Woodward Governor LTD,,,0,0,,110650,,,,0,0,,,20000405,11
GB,0,1,52800,,,,20,,,0,,,O,A,TR,20000405,,,,0,,,,,,0,0,Mj°s Metallvarefabrikk AS-Ikke,,,0,0,,110650,,,,0,0,,,20000405,11
GB,0,1,52801,,,,0,,,0,,,,A,TR,20000405,,,,0,,,,,,0,0,Siemens,,NOK,1,0,SYSTEMA A/S,1,Systema AS,,NOK,1,0,SYSTEMA A/S,BT,20000405,0
NO,0,1,52802,,,,0,,,0,,,,A,TR,20000405,,,,0,,,,,,0,0,Myhre Skilt Og Gravering,,,0,0,,110650,,,,0,0,,,20000405,0
UK,0,1,52803,,,,20,,,0,,,O,A,TR,20000406,,,,0,,,,,,0,0,Siemens,,,0,0,,110650,,,,0,0,,,20000406,11
GB,0,1,52804,,,,0,,,0,,,U,A,TR,20000406,,,,0,,,,,,0,0,Myhre Skilt Og Gravering,,,0,0,,110650,,,,0,0,,,20000406,0
GB,501258,1,52805,,,,0,,,0,,,,B,TR,20000406,,,,0,,AB12345,,,,0,0,SKF Norge A/S,,NOK,1,0,SYSTEMA A/S,1,Systema AS,,NOK,1,0,SYSTEMA A/S,EO,20000406,0
NO,501258,1,52806,,,,20,,,0,,,O,B,TR,20000406,,,,0,,AB12345,,,,0,0,Mj°s Metallvarefabrikk AS-Ikke,,,0,0,,110650,,,,0,0,,,20000406,11
GB,501258,1,52807,,,,0,,,0,,,,B,TR,20000406,,,,0,,AB12345,,,,0,0,Mj°s Metallvarefabrikk AS-Ikke,,NOK,1,0,SYSTEMA A/S,1,Systema AS,,NOK,1,0,SYSTEMA A/S,EO,20000406,0
GB,0,1,52808,,,,20,,,0,,,O,A,TR,20000406,,,,0,,,,,,0,0,Woodward Governor LTD,,,0,0,,110650,,,,0,0,,,20000406,11
GB,0,1,52809,,,,0,,,0,,,,A,TR,20000406,,,,0,,,,,,0,1,SYSTEMA A/S,,NOK,1,0,SYSTEMA A/S,1,Systema AS,,NOK,1,0,SYSTEMA A/S,BI,20000406,0
NO,501335,1,52810,,,,0,,,0,,,,B,TR,20000406,,,,0,,,,,,0,0,Ïstlandske Lettmetall A/S,,NOK,1,0,SYSTEMA A/S,1,Systema AS,,NOK,1,0,SYSTEMA A/S,EO,20000406,0
"",0,1,52811,,,,20,,HAM,0,,,O,G,JOV,20000412,,,,0,,,,,,0,25,T. S. JACOBSEN A/S,,,25,0,,75,"""HAVMAN""",,,75,0,,,20000219,11
"",501123,1,52812,,,,0,,,0,OSL,,U,G,JOV,20000412,,,,0,,,,,,0,24,IL-X BUD-SERVICE A/S,,,30,0,LINJEGODS A/S,15,Hansen Tekstil A/S,,USD,25,0,T. S. JACOBSEN A/S,,20000419,0
NO,501124,1,52813,,,,0,,,0,OSL,,,G,JOV,20000412,,,,0,,,,,,0,24,IL-X BUD-SERVICE A/S,,,30,0,LINJEGODS A/S,15,Hansen Tekstil A/S,,USD,25,0,T. S. JACOBSEN A/S,IN,20000419,0
NO,501124,1,52814,,,,0,,SIN,0,OSL,SIN,,G,JOV,20000412,,,,0,,,,,,0,24,IL-X BUD-SERVICE A/S,,NOK,30,0,LINJEGODS A/S,15,Hansen Tekstil A/S,,USD,25,0,T. S. JACOBSEN A/S,IN,20000419,0
US,501809,1,52815,,,,0,,OSL,0,JFK,OSL,,H,TH,20121011,,,,0,,,,,,0,0,SY-NETT AS,X,,0,0,,0,SY-NETT AS,X,,0,0,,F1,20130214,0
"",0,1,52816,,,,20,,,0,,,O,A,TR,20000413,,,,0,,,,,,0,0,Elwa,,,0,0,,110650,,,,0,0,,,20000413,11
"",0,1,52817,,,,20,,,0,,,O,A,TR,20000425,,,,0,,,,,,0,0,Elwa,,,0,0,,110650,,,,0,0,,,20000425,11
"",0,1,52818,,,,20,,,0,,,O,A,TR,20000425,,,,0,,,,,,0,0,Elwa,,,0,0,,110650,,,,0,0,,,20000425,11
NO,0,1,52819,,,,0,,,0,,,,A,TR,20000425,,,,0,,,,,,0,0,Vulkan Kupplungs- Und Getriebe,,NOK,1,0,SYSTEMA A/S,1,Systema AS,,NOK,1,0,SYSTEMA A/S,BI,20000425,0
"",0,1,52820,,,,20,,,0,,,O,A,TR,20000425,,,,0,,,,,,0,0,Vulkan Kupplungs- Und Getriebe,,,0,0,,110650,,,,0,0,,,20000425,11
CH,0,1,52821,,,,20,,,0,,,O,A,TR,20000425,,,,0,,,,,,0,0,Nova Werke Ag,,,0,0,,110650,,,,0,0,,,20000425,11
CH,0,1,52822,,,,20,,,0,,,O,A,TR,20000425,,,,0,,,,,,0,0,Nova Werke Ag,,,0,0,,110650,,,,0,0,,,20000425,11
NO,0,1,52823,,,,0,,OSL,0,0101,,,A,JOV,20000426,,200008017,,0,,,,,VAL,0,176,THARA IMPORT AS,,NOK,176,0,THARA IMPORT AS,24,IL-X BUD-SERVICE A/S,,NOK,30,0,LINJEGODS A/S,IN,20000426,0
NO,0,1,52824,,,,0,,,0,,,,A,TR,20000427,,,,0,,,,,,0,0,Active Service Bergen AS,,,0,0,,110650,,,,0,0,,,20000427,0
NO,0,1,52825,,,,0,,,0,,,,A,TR,20000427,,,,0,,,,,,0,0,Allweiler A/S,,,0,0,,110650,,,,0,0,,,20000427,0
"",0,1,52826,,,,20,,,0,,,O,A,TR,20000427,,,,0,,,,,,0,0,Elwa,,,0,0,,110650,,,,0,0,,,20000427,11
"",0,1,52827,,,,20,,,0,,,O,A,TR,20000427,,,,0,,,,,,0,0,Elwa,,,0,0,,110650,,,,0,0,,,20000427,11
"",0,1,52828,,,,20,,,0,,,O,A,TR,20000427,,,,0,,,,,,0,0,Elwa,,,0,0,,110650,,,,0,0,,,20000427,11
"",0,1,52829,,,,20,,,0,,,O,A,TR,20000427,,,,0,,,,,,0,0,Elwa,,,0,0,,110650,,,,0,0,,,20000427,11
"",0,1,52830,,,,20,,,0,,,O,A,TR,20000427,,,,0,,,,,,0,0,Vulkan Kupplungs- Und Getriebe,,,0,0,,110650,,,,0,0,,,20000427,11
"",0,1,52831,,,,20,,,0,,,O,A,TR,20000427,,,,0,,,,,,0,0,Vulkan Kupplungs- Und Getriebe,,,0,0,,110650,,,,0,0,,,20000427,11
AT,0,1,52832,,,,20,,,0,,,O,A,TR,20000427,,,,0,,,,,,0,0,Voest-Alpine Stahl Linz GMBH,,,0,0,,110650,,,,0,0,,,20000427,10
CH,0,1,52833,,,,20,,,0,,,O,A,TR,20000427,,,,0,,,,,,0,0,Nova Werke Ag,,,0,0,,110650,,,,0,0,,,20000427,11
CH,0,1,52834,,,,20,,,0,,,O,A,TR,20000427,,,,0,,,,,,0,0,Nova Werke Ag,,,0,0,,110650,,,,0,0,,,20000427,11
CH,0,1,52835,,,,20,,,0,,,O,A,TR,20000427,,,,0,,,,,,0,0,Nova Werke Ag,,,0,0,,110650,,,,0,0,,,20000427,11
"",0,1,52836,,,,20,,,0,,,O,A,TR,20000427,,,,0,,,,,,0,0,Vulkan Kupplungs- Und Getriebe,,,0,0,,110650,,,,0,0,,,20000427,11
US,0,1,52837,,,,0,,,0,,,,C,SK,20000428,,,,0,,,,,,0,0,TEST,X,,0,0,,0,TEST,X,,0,0,,FT,20000428,0
CA,501127,1,52838,,,,0,,YYT,0,,,,D,SK,20000502,,11724517091,,0,,000000000,,,,0,0,STN ATLAS MARINE NORWAY AS,X,,0,0,,0,"M/T""MOLDA"",",X,,0,0,,FT,20000502,0
"",0,1,52839,,,,20,,,0,,,O,A,TR,20000504,,,,0,,,,,,0,0,Elwa,,,0,0,,110650,,,,0,0,,,20000504,11
"",0,1,52840,,,,20,,,0,,,O,A,TR,20000504,,,,0,,,,,,0,0,Elwa,,,0,0,,110650,,,,0,0,,,20000504,11
"",0,1,52841,,,,20,,,0,,,O,A,TR,20000504,,,,0,,,,,,0,0,Elwa,,,0,0,,110650,,,,0,0,,,20000504,11
"",0,1,52842,,,,20,,,0,,,O,A,TR,20000504,,,,0,,,,,,0,0,Elwa,,,0,0,,110650,,,,0,0,,,20000504,11
"",0,1,52843,,,,20,,,0,,,O,A,TR,20000504,,,,0,,,,,,0,0,Vulkan Kupplungs- Und Getriebe,,,0,0,,110650,,,,0,0,,,20000504,11
"",0,1,52844,,,,20,,,0,,,O,A,TR,20000504,,,,0,,,,,,0,0,Vulkan Kupplungs- Und Getriebe,,,0,0,,110650,,,,0,0,,,20000504,11
AT,0,1,52845,,,,20,,,0,,,O,A,TR,20000504,,,,0,,,,,,0,0,Voest-Alpine Stahl Linz GMBH,,,0,0,,110650,,,,0,0,,,20000504,10
CH,0,1,52846,,,,20,,,0,,,O,A,TR,20000504,,,,0,,,,,,0,0,Baumann Springs LTD,,,0,0,,110650,,,,0,0,,,20000504,11
CH,0,1,52847,,,,20,,,0,,,O,A,TR,20000504,,,,0,,,,,,0,0,Nova Werke Ag,,,0,0,,110650,,,,0,0,,,20000504,11
"",0,1,52848,,,,20,,,0,,,O,A,TR,20000504,,,,0,,,,,,0,0,Elwa,,,0,0,,110650,,,,0,0,,,20000504,11
"",0,1,52849,,,,20,,,0,,,O,A,TR,20000504,,,,0,,,,,,0,0,Elwa,,,0,0,,110650,,,,0,0,,,20000504,11
"",0,1,52850,,,,20,,,0,,,O,A,TR,20000504,,,,0,,,,,,0,0,Elwa,,,0,0,,110650,,,,0,0,,,20000504,11
AT,0,1,52851,,,,20,,,0,,,O,A,TR,20000504,,,,0,,,,,,0,0,Voest-Alpine Stahl Linz GMBH,,,0,0,,110650,,,,0,0,,,20000504,10
"",0,1,52852,,,,0,,,0,0101,,,A,TR,20000504,,200008017,,0,,,,,VAL,0,0,Vulkan Kupplungs- Und Getriebe,,,0,0,,110650,,,,0,0,,IN,20000504,0
"",0,1,52853,,,,0,,,0,0101,,,A,TR,20000505,,200008017,,0,,,,,VAL,0,0,Elwa,,,0,0,,110650,,,,0,0,,IN,20000505,0
"",0,1,52854,,,,20,,,0,,,O,A,TR,20000507,,,,0,,,,,,0,0,Elwa,,,0,0,,110650,,,,0,0,,,20000507,11
"",0,1,52855,,,,20,,,0,,,O,A,TR,20000507,,,,0,,,,,,0,0,Elwa,,,0,0,,110650,,,,0,0,,,20000507,11
"",0,1,52856,,,,20,,,0,,,O,A,TR,20000507,,,,0,,,,,,0,0,Vulkan Kupplungs- Und Getriebe,,,0,0,,110650,,,,0,0,,,20000507,11
"",0,1,52857,,,,20,,,0,,,O,A,TR,20000507,,,,0,,,,,,0,0,Elwa,,,0,0,,110650,,,,0,0,,,20000507,11
"",0,1,52858,,,,20,,,0,,,O,A,TR,20000507,,,,0,,,,,,0,0,Elwa,,,0,0,,110650,,,,0,0,,,20000507,11
"",0,1,52859,,,,20,,,0,,,O,A,TR,20000507,,,,0,,,,,,0,0,Elwa,,,0,0,,110650,,,,0,0,,,20000507,11
AT,0,1,52860,,,,20,,,0,,,O,A,TR,20000507,,,,0,,,,,,0,0,Voest-Alpine Stahl Linz GMBH,,,0,0,,110650,,,,0,0,,,20000507,10
CH,0,1,52861,,,,20,,,0,,,O,A,TR,20000507,,,,0,,,,,,0,0,Baumann Springs LTD,,,0,0,,110650,,,,0,0,,,20000507,11
CH,0,1,52862,,,,20,,,0,,,O,A,TR,20000507,,,,0,,,,,,0,0,Nova Werke Ag,,,0,0,,110650,,,,0,0,,,20000507,11
"",0,1,52863,,,,20,,,0,,,O,A,TR,20000507,,,,0,,,,,,0,0,Vulkan Kupplungs- Und Getriebe,,,0,0,,110650,,,,0,0,,,20000507,11
"",0,1,52864,,,,20,,,0,,,O,A,TR,20000507,,,,0,,,,,,0,0,Vulkan Kupplungs- Und Getriebe,,,0,0,,110650,,,,0,0,,,20000507,11
CH,0,1,52865,,,,20,,,0,,,O,A,TR,20000507,,,,0,,,,,,0,0,Nova Werke Ag,,,0,0,,110650,,,,0,0,,,20000507,11
"",0,1,52866,,,,20,,,0,,,O,A,TR,20000508,,,,0,,,,,,0,0,Vulkan Kupplungs- Und Getriebe,,,0,0,,110650,,,,0,0,,,20000508,11
NO,0,1,52867,,,,20,,OSL,0,0101,,O,A,JOV,20000508,,200008017,,0,,,,,VAL,0,176,THARA IMPORT AS,X,NOK,176,0,THARA IMPORT AS,24,IL-X BUD-SERVICE A/S,,NOK,30,0,LINJEGODS A/S,IN,20000508,5
NO,0,1,52868,,,,20,,OSL,0,0101,,O,A,JOV,20000508,,200008017,,0,,,,,VAL,0,176,THARA IMPORT AS,X,NOK,176,0,THARA IMPORT AS,24,IL-X BUD-SERVICE A/S,,NOK,30,0,LINJEGODS A/S,IN,20000430,4
NO,0,1,52869,,,,20,,OSL,0,0101,,O,A,JOV,20000508,,200008017,,0,,,,,VAL,0,176,THARA IMPORT AS,X,NOK,176,0,THARA IMPORT AS,24,IL-X BUD-SERVICE A/S,,NOK,30,0,LINJEGODS A/S,IN,20000430,4
"",0,1,52870,,,,20,,,0,,,O,A,TR,20000508,,,,0,,,,,,0,0,Elwa,,,0,0,,110650,,,,0,0,,,20000508,11
"",0,1,52871,,,,20,,,0,,,O,A,TR,20000508,,,,0,,,,,,0,0,Elwa,,,0,0,,110650,,,,0,0,,,20000508,11
"",0,1,52872,,,,20,,,0,,,O,A,TR,20000508,,,,0,,,,,,0,0,Elwa,,,0,0,,110650,,,,0,0,,,20000508,11
"",0,1,52873,,,,20,,,0,,,O,A,TR,20000508,,,,0,,,,,,0,0,Elwa,,,0,0,,110650,,,,0,0,,,20000508,11
"",0,1,52874,,,,20,,,0,,,O,A,TR,20000508,,,,0,,,,,,0,0,Elwa,,,0,0,,110650,,,,0,0,,,20000508,11
"",0,1,52875,,,,0,,,0,,,U,A,TR,20000508,,,,0,,,,,,0,0,Vulkan Kupplungs- Und Getriebe,,,0,0,,110650,,,,0,0,,,20000508,0
"",0,1,52876,,,,0,,,0,,,U,A,TR,20000508,,,,0,,,,,,0,0,Vulkan Kupplungs- Und Getriebe,,,0,0,,110650,,,,0,0,,,20000508,0
"",0,1,52877,,,,20,,,0,,,O,A,TR,20000508,,,,0,,,,,,0,0,Vulkan Kupplungs- Und Getriebe,,,0,0,,110650,,,,0,0,,,20000508,11
AT,0,1,52878,,,,20,,,0,,,O,A,TR,20000508,,,,0,,,,,,0,0,Voest-Alpine Stahl Linz GMBH,,,0,0,,110650,,,,0,0,,,20000508,10
CH,0,1,52879,,,,20,,,0,,,O,A,TR,20000508,,,,0,,,,,,0,0,Nova Werke Ag,,,0,0,,110650,,,,0,0,,,20000508,11
CH,0,1,52880,,,,20,,,0,,,O,A,TR,20000508,,,,0,,,,,,0,0,Nova Werke Ag,,,0,0,,110650,,,,0,0,,,20000508,11
"",0,1,52881,,,,20,,,0,,,O,A,TR,20000509,,,,0,,,,,,0,0,Elwa,,,0,0,,110650,,,,0,0,,,20000509,11
"",0,1,52882,,,,0,,RTM,0,,,U,S,YBC,20000511,,,,0,,000000000,,,,0,10008554,Fred Olsen Lines,,,0,0,,0,TEST,,,0,0,,,20000511,0
"",0,1,52883,,,,20,,,0,,,O,A,TR,20000511,,,,0,,,,,,0,0,Elwa,,,0,0,,110650,,,,0,0,,,20000511,11
"",0,1,52884,,,,20,,,0,,,O,A,TR,20000511,,,,0,,,,,,0,0,Vulkan Kupplungs- Und Getriebe,,,0,0,,110650,,,,0,0,,,20000511,11
CH,501625,1,52885,,,,0,,,0,0101,,,A,TR,20000511,,200008017,,0,,,,,VAL,0,0,Nova Werke Ag,,,0,0,,110650,,,,110650,0,,IN,20000511,0
DE,0,1,52886,,,,20,,,0,,,O,A,TR,20000512,,,,0,,,,,,0,0,Lorange GMBH,,,0,0,,110650,,,,0,0,,,20000512,11
DE,0,1,52887,,,,20,,,0,,,O,A,TR,20000512,,,,0,,,,,,0,0,Schleicher Fahrzeugteile GMBH,,,0,0,,110650,,,,0,0,,,20000512,11
"",0,1,52888,,,,20,,,0,,,O,A,TR,20000512,,,,0,,,,,,0,0,Elwa,,,0,0,,110650,,,,0,0,,,20000512,11
"",0,1,52889,,,,20,,,0,,,O,B,TR,20000518,,,,0,,,,,,0,0,Vulkan Kupplungs- Und Getriebe,,,0,0,,110650,,,,0,0,,,20000518,11
CH,0,1,52890,,,,20,,,0,,,O,H,TR,20000518,,,,0,,,,,,0,0,Nova Werke Ag,,,0,0,,110650,,,,0,0,,,20000518,11
NI,0,1,52891,,,,0,,,0,,,,A,JOV,20000518,,,,0,,,,,,0,14,Test leveringsadr,,NOK,14,0,A/S DE-NO-FA OG LILLEBORG FAB.,14,A/S DE-NO-FA OG LILLEBORG FAB.,,NOK,14,0,A/S DE-NO-FA OG LILLEBORG FAB.,IN,20000518,0
GB,501128,1,52892,,,,0,,BGO,0,ABZ,,,F,JOV,20000519,,2000,,0,,,,1234,,0,24,IL-X BUD-SERVICE A/S,,NOK,30,0,LINJEGODS A/S,35,J. OLSENS ENKE A/S,,NOK,35,0,J. OLSENS ENKE A/S,EX,20000522,0
NO,501151,1,52895,,,,0,,1000,0,,,,H,JOV,20000911,,,,728,,AA54321,,,OIL,0,27,STEIN KAASEN,,NOK,24,0,IL-X BUD-SERVICE A/S,24,IL-X BUD-SERVICE A/S,X,,0,0,,F1,20000911,0
NI,99999999,1,52896,,,,20,,,0,,,O,A,JOV,20000522,,*DELETE*,,0,,,,,,0,14,Test leveringsadr,,NOK,14,0,A/S DE-NO-FA OG LILLEBORG FAB.,0,A/S DE-NO-FA OG LILLEBORG FAB.,,NOK,24,0,IL-X BUD-SERVICE A/S,IN,20000522,5
GB,0,1,52897,,,,20,,,0,,,O,A,TR,20000530,,,,0,,,,,,0,0,WOODWARD GOVERNOR LTD,,,0,0,,110650,,,,0,0,,,20000530,11
GB,0,1,52898,,,,20,,,0,,,O,A,TR,20000530,,,,0,,,,,,0,0,WOODWARD GOVERNOR LTD,,,0,0,,110650,,,,0,0,,,20000530,11
NO,0,1,52899,,,,0,,1000,0,6222,1008,,A,TR,20000530,,,,0,,,,,,0,0,WOODWARD GOVERNOR LTD,,NOK,4,0,A/S AUTO SUPPLY CO,4,A/S AUTO SUPPLY CO,,NOK,4,0,A/S AUTO SUPPLY CO,BI,20000530,0
"",0,1,52900,,,,20,,,0,OSL,,O,G,JOV,20000530,,,,0,,,,,,0,24,IL-X BUD-SERVICE A/S,,,30,0,LINJEGODS A/S,15,Hansen Tekstil A/S,,USD,25,0,T. S. JACOBSEN A/S,,20000419,11
"",0,1,52901,,,,20,,,0,OSL,,O,G,JOV,20000530,,,,0,,,,,,0,24,IL-X BUD-SERVICE A/S,,,30,0,LINJEGODS A/S,15,Hansen Tekstil A/S,,USD,25,0,T. S. JACOBSEN A/S,,20000419,11
"",0,1,52902,,,,0,,,0,OSL,,U,G,JOV,20000530,,,,0,,,,,,0,24,IL-X BUD-SERVICE A/S,,,30,0,LINJEGODS A/S,15,Hansen Tekstil A/S,,USD,25,0,T. S. JACOBSEN A/S,,20000419,0
"",0,1,52903,,,,0,,,0,OSL,,U,G,JOV,20000530,,,,0,,,,,,0,24,IL-X BUD-SERVICE A/S,,,30,0,LINJEGODS A/S,15,Hansen Tekstil A/S,,USD,25,0,T. S. JACOBSEN A/S,,20000419,0
NO,1501146,1,52904,,,,20,,1000,0,0001,1330,O,A,SH,20000531,,201101050293006,,0,,,,,VAL,0,1,WOODWARD GOVERNOR LTD,,EUR,1,0,SYSTEMA A/S,5,AVIS BILUTLEIE A/S,,NOK,5,0,AVIS BILUTLEIE A/S,FT,20151120,5
GB,0,1,52905,,,,20,,,0,,,O,E,TR,20000602,,,,0,,,,,,0,0,WOODWARD GOVERNOR LTD,,,0,0,,110650,,,,0,0,,,20000602,11
GB,0,1,52906,,,,20,,,0,,,O,E,TR,20000602,,,,0,,,,,,0,0,WOODWARD GOVERNOR LTD,,,0,0,,110650,,,,0,0,,,20000602,11
DE,501130,1,52907,,,,0,,OSL,0,0101,,,A,SK,20000605,,200008017,,0,,AX12345,,,VAL,0,0,SY-NETT GMBH,X,,0,0,,24,SY-NETT AS,,NOK,30,0,LINJEGODS A/S,FT,20000605,0
DE,501130,1,52908,,,,0,,OSL,0,,,,A,SK,20000605,,200008017,,0,,AX12345,,,VAL,0,0,SIEMENS GMBH,X,,0,0,,24,SYSTEMA AS,,NOK,30,0,LINJEGODS A/S,FT,20000605,0
DE,501130,1,52909,,,,0,,OSL,0,,,,A,SK,20000605,,200008017,,0,,AX12345,,,VAL,0,0,BOSCH,X,,0,0,,24,BOSCH NORGE,,NOK,30,0,LINJEGODS A/S,FT,20000605,0
GB,0,1,52910,,,,20,,,0,,,O,A,TR,20000605,,,,0,,,,,,0,0,WOODWARD GOVERNOR LTD,,,0,0,,110650,,,,0,0,,,20000605,11
GB,0,1,52911,,,,20,,,0,,,O,A,TR,20000607,,,,0,,,,,,0,0,WOODWARD GOVERNOR LTD,,,0,0,,110650,,,,0,0,,,20000607,11
GB,0,1,52912,,,,20,,,0,,,O,A,TR,20000607,,,,0,,,,,,0,0,WOODWARD GOVERNOR LTD,,,0,0,,110650,,,,0,0,,,20000607,11
